seqFluxo,seqEtapa,codEtapa,etapa,codFormulario,formulario,dataCriacao,dataExeInicio,dataExeFim,codExecutor,executor,status,origem,tempoTotal,tempoInicioFim,tempoParaIniciar,sequencia,grupoEtapa,codBeneficiario,beneficiario,codFormularioCampo,nomeCampo,legenda,ordemFilho,codFormularioCampoFilho,codCampo,valor,valorDominio,nomeCampoFilho,legendaCampoFilho,codCampoFilho,fluxo,statusFluxo,servico
539097,1515086,20410,REVISÃO,14577,FOR_CARTA DE SERVIÇO_BD_CADASTRO - ATUALIZAR,2024-10-10 10:51:29,2025-08-12 09:43:23,2025-08-13 14:59:05,51245,JOÃO CARLOS SILVA,2,0.0,14,24,3,4,3,,,326644,TAXA,Descrição do campo TAXA,0.0,327435.0,5,,,,,,FLX_CERTIDÃO_DE_IMÓVEL,2,CERTIDÃO DE IMÓVEL
533424,1517034,20410,REVISÃO,14574,FOR_ALVARA_BD_CADASTRO,2024-12-30 16:41:03,2025-11-01 15:32:57,2025-11-02 20:48:39,51380,JOÃO CARLOS SILVA,2,0.0,1,6,0,1,3,,,327358,TAXA,Descrição do campo TAXA,0.0,,10,30 minutos,,,,,FLX_CERTIDÃO_DE_IMÓVEL,2,CERTIDÃO DE IMÓVEL
533138,1518409,20410,REVISÃO,14576,FOR_ALVARA_BD_CADASTRO,2024-01-22 11:02:36,2024-11-23 09:54:30,2024-11-24 15:10:12,50471,MARIA FERNANDA SANTOS PERES,2,0.0,48,35,12,2,3,,,326880,TAXA,Descrição do campo TAXA,0.0,,8,"Público - (público em geral, incluindo cidadãos e empresas)",,,,,FLX_CERTIDÃO_DE_IMÓVEL,2,CERTIDÃO DE IMÓVEL
532342,1519365,20410,REVISÃO,14576,FOR_CARTA DE SERVIÇO_BD_CADASTRO - ATUALIZAR,2024-03-05 08:35:59,2025-01-05 07:27:53,2025-01-06 12:43:35,51829,JOÃO CARLOS SILVA,2,0.0,50,17,6,1,3,,,326799,TAXA,Descrição do campo TAXA,0.0,,8,Sim,,,,,FLX_CERTIDÃO_DE_IMÓVEL,2,CERTIDÃO DE IMÓVEL
532720,1515626,20410,REVISÃO,14571,FOR_LICENCIAMENTO_BD_CADASTRO,2024-01-14 11:26:32,2024-11-15 10:18:26,2024-11-16 15:34:08,51686,JOÃO CARLOS SILVA,2,0.0,41,49,5,5,2,,,326783,PESSOA_FISICA,Descrição do campo PESSOA_FISICA,0.0,327274.0,1,Rejeitado,,,,,FLX_CERTIDÃO_DE_IMÓVEL,2,CERTIDÃO DE IMÓVEL
533735,1518862,20410,REVISÃO,14572,FOR_CARTA DE SERVIÇO_BD_CADASTRO - ATUALIZAR,2024-12-24 15:29:10,2025-10-26 14:21:04,2025-10-27 19:36:46,52880,ANA PAULA COSTA OLIVEIRA,2,0.0,58,19,17,3,3,,,327343,PESSOA_FISICA,Descrição do campo PESSOA_FISICA,0.0,,5,"Público - (público em geral, incluindo cidadãos e empresas)",,,,,FLX_CERTIDÃO_DE_IMÓVEL,2,CERTIDÃO DE IMÓVEL
536278,1516906,20410,REVISÃO,14580,FOR_CARTA DE SERVIÇO_BD_CADASTRO - ATUALIZAR,2024-09-15 17:43:45,2025-07-18 16:35:39,2025-07-19 21:51:21,52988,ANA PAULA COSTA OLIVEIRA,2,0.0,28,25,11,5,1,,,327464,PESSOA_FISICA,Descrição do campo PESSOA_FISICA,0.0,,8,"Público - (público em geral, incluindo cidadãos e empresas)",,,,,FLX_CERTIDÃO_DE_IMÓVEL,2,CERTIDÃO DE IMÓVEL
533501,1517709,20410,REVISÃO,14571,FOR_ALVARA_BD_CADASTRO,2024-03-07 12:20:18,2025-01-07 11:12:12,2025-01-08 16:27:54,51223,JOÃO CARLOS SILVA,2,0.0,20,22,6,3,2,,,326796,PESSOA_FISICA,Descrição do campo PESSOA_FISICA,0.0,327146.0,10,2024-01-15,,,,,FLX_CERTIDÃO_DE_IMÓVEL,2,CERTIDÃO DE IMÓVEL
536919,1516598,20410,REVISÃO,14571,FOR_ALVARA_BD_CADASTRO,2024-09-03 09:38:02,2025-07-06 08:29:56,2025-07-07 13:45:38,50185,MARIA FERNANDA SANTOS PERES,2,0.0,57,42,19,1,2,,,326812,PESSOA_FISICA,Descrição do campo PESSOA_FISICA,0.0,327402.0,5,Rejeitado,,,,,FLX_CERTIDÃO_DE_IMÓVEL,2,CERTIDÃO DE IMÓVEL
531918,1519642,20410,REVISÃO,14571,FOR_LICENCIAMENTO_BD_CADASTRO,2024-10-16 11:44:38,2025-08-18 10:36:32,2025-08-19 15:52:14,51825,JOÃO CARLOS SILVA,2,0.0,2,13,20,5,1,,,327425,ETAPAS,Descrição do campo ETAPAS,0.0,,6,Valor_ETAPAS_0,,,,,FLX_CERTIDÃO_DE_IMÓVEL,2,CERTIDÃO DE IMÓVEL
530056,1518480,20410,REVISÃO,14574,FOR_CARTA DE SERVIÇO_BD_CADASTRO - ATUALIZAR,2024-03-21 16:33:31,2025-01-21 15:25:25,2025-01-22 20:41:07,51320,JOÃO CARLOS SILVA,2,0.0,8,31,12,3,3,,,327361,ETAPAS,Descrição do campo ETAPAS,0.0,,6,Sim,,,,,FLX_CERTIDÃO_DE_IMÓVEL,2,CERTIDÃO DE IMÓVEL
535573,1516750,20420,CONCLUÍDO,14571,FOR_LICENCIAMENTO_BD_CADASTRO,2024-09-10 11:52:58,2025-07-13 10:44:52,2025-07-14 16:00:34,51569,JOÃO CARLOS SILVA,2,0.0,52,23,9,2,2,,,327359,LEGISLACAO,Descrição do campo LEGISLACAO,0.0,,5,Online,,,,,FLX_CERTIDÃO_DE_IMÓVEL,2,CERTIDÃO DE IMÓVEL
534903,1517164,20420,CONCLUÍDO,14578,FOR_LICENCIAMENTO_BD_CADASTRO,2024-01-31 09:12:01,2024-12-02 08:03:55,2024-12-03 13:19:37,52482,ANA PAULA COSTA OLIVEIRA,2,0.0,34,1,12,1,1,,,326727,LEGISLACAO,Descrição do campo LEGISLACAO,0.0,,7,Não se aplica,,,,,FLX_CERTIDÃO_DE_IMÓVEL,2,CERTIDÃO DE IMÓVEL
537104,1517646,20420,CONCLUÍDO,14578,FOR_CARTA DE SERVIÇO_BD_CADASTRO - ATUALIZAR,2024-04-10 10:25:43,2025-02-10 09:17:37,2025-02-11 14:33:19,52243,ANA PAULA COSTA OLIVEIRA,2,0.0,2,36,11,1,1,,,326681,LEGISLACAO,Descrição do campo LEGISLACAO,0.0,327075.0,10,Valor_LEGISLACAO_2,,,,,FLX_CERTIDÃO_DE_IMÓVEL,2,CERTIDÃO DE IMÓVEL
536734,1517901,20420,CONCLUÍDO,14573,FOR_CARTA DE SERVIÇO_BD_CADASTRO - ATUALIZAR,2024-12-21 13:19:16,2025-10-23 12:11:10,2025-10-24 17:26:52,50984,MARIA FERNANDA SANTOS PERES,2,0.0,53,20,6,3,1,,,326688,REQUISITOS,Descrição do campo REQUISITOS,0.0,,2,"Público - (público em geral, incluindo cidadãos e empresas)",,,,,FLX_CERTIDÃO_DE_IMÓVEL,2,CERTIDÃO DE IMÓVEL
530916,1516102,20420,CONCLUÍDO,14571,FOR_CARTA DE SERVIÇO_BD_CADASTRO - ATUALIZAR,2024-10-30 08:35:26,2025-09-01 07:27:20,2025-09-02 12:43:02,51872,JOÃO CARLOS SILVA,2,0.0,40,25,16,2,2,,,327358,REQUISITOS,Descrição do campo REQUISITOS,0.0,,6,Rejeitado,,,,,FLX_CERTIDÃO_DE_IMÓVEL,2,CERTIDÃO DE IMÓVEL
538114,1516161,20420,CONCLUÍDO,14571,FOR_ALVARA_BD_CADASTRO,2024-02-10 11:19:49,2024-12-12 10:11:43,2024-12-13 15:27:25,52094,ANA PAULA COSTA OLIVEIRA,2,0.0,22,12,9,5,2,,,327100,REQUISITOS,Descrição do campo REQUISITOS,0.0,327506.0,6,Pendente,,,,,FLX_CERTIDÃO_DE_IMÓVEL,2,CERTIDÃO DE IMÓVEL
535015,1518682,20420,CONCLUÍDO,14571,FOR_LICENCIAMENTO_BD_CADASTRO,2024-06-25 11:43:48,2025-04-27 10:35:42,2025-04-28 15:51:24,52285,ANA PAULA COSTA OLIVEIRA,2,0.0,42,6,16,4,1,,,326990,REQUISITOS,Descrição do campo REQUISITOS,0.0,,9,Online,,,,,FLX_CERTIDÃO_DE_IMÓVEL,2,CERTIDÃO DE IMÓVEL
535552,1518199,20420,CONCLUÍDO,14578,FOR_CARTA DE SERVIÇO_BD_CADASTRO - ATUALIZAR,2024-09-28 08:15:47,2025-07-31 07:07:41,2025-08-01 12:23:23,50476,MARIA FERNANDA SANTOS PERES,2,0.0,52,19,18,5,2,,,326664,RETORNO,Descrição do campo RETORNO,0.0,327742.0,5,Sim,,,,,FLX_CERTIDÃO_DE_IMÓVEL,2,CERTIDÃO DE IMÓVEL
533349,1518830,20420,CONCLUÍDO,14573,FOR_ALVARA_BD_CADASTRO,2024-06-08 11:08:30,2025-04-10 10:00:24,2025-04-11 15:16:06,51761,JOÃO CARLOS SILVA,2,0.0,11,43,3,2,3,,,326812,RETORNO,Descrição do campo RETORNO,0.0,,10,Valor_RETORNO_1,,,,,FLX_CERTIDÃO_DE_IMÓVEL,2,CERTIDÃO DE IMÓVEL
531812,1517167,20420,CONCLUÍDO,14577,FOR_CARTA DE SERVIÇO_BD_CADASTRO - ATUALIZAR,2024-10-25 17:46:42,2025-08-27 16:38:36,2025-08-28 21:54:18,50124,MARIA FERNANDA SANTOS PERES,2,0.0,58,20,12,4,3,,,326534,CATEGORIA,Descrição do campo CATEGORIA,0.0,,2,2024-01-15,,,,,FLX_CERTIDÃO_DE_IMÓVEL,2,CERTIDÃO DE IMÓVEL
539268,1515397,20420,CONCLUÍDO,14575,FOR_ALVARA_BD_CADASTRO,2024-06-13 12:52:00,2025-04-15 11:43:54,2025-04-16 16:59:36,51271,JOÃO CARLOS SILVA,2,0.0,12,18,0,4,3,,,327158,CATEGORIA,Descrição do campo CATEGORIA,0.0,,9,Valor_CATEGORIA_1,,,,,FLX_CERTIDÃO_DE_IMÓVEL,2,CERTIDÃO DE IMÓVEL
536690,1515570,20420,CONCLUÍDO,14574,FOR_ALVARA_BD_CADASTRO,2024-03-18 08:58:58,2025-01-18 07:50:52,2025-01-19 13:06:34,52601,ANA PAULA COSTA OLIVEIRA,2,0.0,46,16,12,2,1,,,327215,CATEGORIA,Descrição do campo CATEGORIA,0.0,,10,30 minutos,,,,,FLX_CERTIDÃO_DE_IMÓVEL,2,CERTIDÃO DE IMÓVEL
534391,1518826,20420,CONCLUÍDO,14580,FOR_LICENCIAMENTO_BD_CADASTRO,2024-09-08 12:56:09,2025-07-11 11:48:03,2025-07-12 17:03:45,51800,JOÃO CARLOS SILVA,2,0.0,49,7,4,1,3,,,327386,LOG_SERVICO,Descrição do campo LOG_SERVICO,0.0,,2,Não,,,,,FLX_CERTIDÃO_DE_IMÓVEL,2,CERTIDÃO DE IMÓVEL
533884,1517408,20420,CONCLUÍDO,14579,FOR_CARTA DE SERVIÇO_BD_CADASTRO - ATUALIZAR,2024-10-13 10:48:34,2025-08-15 09:40:28,2025-08-16 14:56:10,50940,MARIA FERNANDA SANTOS PERES,2,0.0,9,35,17,5,2,,,327172,LOG_SERVICO,Descrição do campo LOG_SERVICO,0.0,,7,30 minutos,,,,,FLX_CERTIDÃO_DE_IMÓVEL,2,CERTIDÃO DE IMÓVEL
535823,1518980,20420,CONCLUÍDO,14576,FOR_LICENCIAMENTO_BD_CADASTRO,2024-02-16 11:12:52,2024-12-18 10:04:46,2024-12-19 15:20:28,51178,JOÃO CARLOS SILVA,2,0.0,1,3,17,3,1,,,326570,LOG_SERVICO,Descrição do campo LOG_SERVICO,0.0,,6,Aprovado,,,,,FLX_CERTIDÃO_DE_IMÓVEL,2,CERTIDÃO DE IMÓVEL
538525,1519726,20420,CONCLUÍDO,14575,FOR_ALVARA_BD_CADASTRO,2024-02-19 18:34:24,2024-12-21 17:26:18,2024-12-22 22:42:00,50504,MARIA FERNANDA SANTOS PERES,2,0.0,10,23,6,2,3,,,327470,LOG_SERVICO,Descrição do campo LOG_SERVICO,0.0,,8,Aprovado,,,,,FLX_CERTIDÃO_DE_IMÓVEL,2,CERTIDÃO DE IMÓVEL
532655,1519651,20420,CONCLUÍDO,14573,FOR_CARTA DE SERVIÇO_BD_CADASTRO - ATUALIZAR,2024-09-20 18:52:20,2025-07-23 17:44:14,2025-07-24 22:59:56,51549,JOÃO CARLOS SILVA,2,0.0,15,49,7,4,1,,,326801,TAXA,Descrição do campo TAXA,0.0,,5,30 minutos,,,,,FLX_CERTIDÃO_DE_IMÓVEL,2,CERTIDÃO DE IMÓVEL
530733,1516298,20420,CONCLUÍDO,14576,FOR_CARTA DE SERVIÇO_BD_CADASTRO - ATUALIZAR,2024-04-02 18:07:29,2025-02-02 16:59:23,2025-02-03 22:15:05,51556,JOÃO CARLOS SILVA,2,0.0,41,17,11,5,3,,,326803,TAXA,Descrição do campo TAXA,0.0,,5,Valor_TAXA_1,,,,,FLX_CERTIDÃO_DE_IMÓVEL,2,CERTIDÃO DE IMÓVEL
532363,1518131,20420,CONCLUÍDO,14580,FOR_ALVARA_BD_CADASTRO,2024-04-21 13:44:15,2025-02-21 12:36:09,2025-02-22 17:51:51,50081,MARIA FERNANDA SANTOS PERES,2,0.0,52,29,2,1,1,,,326885,TAXA,Descrição do campo TAXA,0.0,,7,2024-01-15,,,,,FLX_CERTIDÃO_DE_IMÓVEL,2,CERTIDÃO DE IMÓVEL
538168,1519521,20420,CONCLUÍDO,14575,FOR_ALVARA_BD_CADASTRO,2024-10-03 16:46:53,2025-08-05 15:38:47,2025-08-06 20:54:29,52843,ANA PAULA COSTA OLIVEIRA,2,0.0,46,45,0,4,1,,,327425,TAXA,Descrição do campo TAXA,0.0,,1,Presencial,,,,,FLX_CERTIDÃO_DE_IMÓVEL,2,CERTIDÃO DE IMÓVEL
537305,1516192,20420,CONCLUÍDO,14577,FOR_CARTA DE SERVIÇO_BD_CADASTRO - ATUALIZAR,2024-02-22 15:33:24,2024-12-24 14:25:18,2024-12-25 19:41:00,50556,MARIA FERNANDA SANTOS PERES,2,0.0,43,29,12,1,2,,,327215,LOG_USUARIO,Descrição do campo LOG_USUARIO,0.0,,10,Presencial,,,,,FLX_CERTIDÃO_DE_IMÓVEL,2,CERTIDÃO DE IMÓVEL
530223,1517995,20420,CONCLUÍDO,14573,FOR_CARTA DE SERVIÇO_BD_CADASTRO - ATUALIZAR,2024-04-26 12:36:43,2025-02-26 11:28:37,2025-02-27 16:44:19,50217,MARIA FERNANDA SANTOS PERES,2,0.0,24,41,5,3,3,,,326888,LOG_USUARIO,Descrição do campo LOG_USUARIO,0.0,327604.0,10,2024-01-15,,,,,FLX_CERTIDÃO_DE_IMÓVEL,2,CERTIDÃO DE IMÓVEL
535754,1515774,20420,CONCLUÍDO,14576,FOR_ALVARA_BD_CADASTRO,2024-09-22 16:14:26,2025-07-25 15:06:20,2025-07-26 20:22:02,51423,JOÃO CARLOS SILVA,2,0.0,7,36,7,4,2,,,326868,AREA_RESPONSAVEL,Descrição do campo AREA_RESPONSAVEL,0.0,,10,"Público - (público em geral, incluindo cidadãos e empresas)",,,,,FLX_CERTIDÃO_DE_IMÓVEL,2,CERTIDÃO DE IMÓVEL
533241,1517973,20420,CONCLUÍDO,14573,FOR_ALVARA_BD_CADASTRO,2024-07-02 14:22:44,2025-05-04 13:14:38,2025-05-05 18:30:20,52337,ANA PAULA COSTA OLIVEIRA,2,0.0,41,1,7,2,3,,,327323,AREA_RESPONSAVEL,Descrição do campo AREA_RESPONSAVEL,0.0,,1,Valor_AREA_RESPONSAVEL_1,,,,,FLX_CERTIDÃO_DE_IMÓVEL,2,CERTIDÃO DE IMÓVEL
533492,1515558,20420,CONCLUÍDO,14576,FOR_CARTA DE SERVIÇO_BD_CADASTRO - ATUALIZAR,2024-02-18 12:59:35,2024-12-20 11:51:29,2024-12-21 17:07:11,51874,JOÃO CARLOS SILVA,2,0.0,15,19,11,5,1,,,326686,AREA_RESPONSAVEL,Descrição do campo AREA_RESPONSAVEL,0.0,,2,Aprovado,,,,,FLX_CERTIDÃO_DE_IMÓVEL,2,CERTIDÃO DE IMÓVEL
534378,1517917,20420,CONCLUÍDO,14578,FOR_ALVARA_BD_CADASTRO,2024-06-18 16:12:36,2025-04-20 15:04:30,2025-04-21 20:20:12,52526,ANA PAULA COSTA OLIVEIRA,2,0.0,59,39,12,4,1,,,326856,AREA_RESPONSAVEL,Descrição do campo AREA_RESPONSAVEL,0.0,327128.0,8,Presencial,,,,,FLX_CERTIDÃO_DE_IMÓVEL,2,CERTIDÃO DE IMÓVEL
531102,1519439,20420,CONCLUÍDO,14578,FOR_ALVARA_BD_CADASTRO,2024-02-29 14:52:22,2024-12-31 13:44:16,2025-01-01 18:59:58,51338,JOÃO CARLOS SILVA,2,0.0,25,48,0,5,3,,,326640,INFORMACOES,Descrição do campo INFORMACOES,0.0,,6,,,,,,FLX_CERTIDÃO_DE_IMÓVEL,2,CERTIDÃO DE IMÓVEL
536686,1516012,20420,CONCLUÍDO,14578,FOR_LICENCIAMENTO_BD_CADASTRO,2024-10-23 11:25:58,2025-08-25 10:17:52,2025-08-26 15:33:34,51341,JOÃO CARLOS SILVA,2,0.0,3,4,10,5,1,,,327270,SINONIMOS,Descrição do campo SINONIMOS,0.0,,10,Pendente,,,,,FLX_CERTIDÃO_DE_IMÓVEL,2,CERTIDÃO DE IMÓVEL
535729,1515595,20420,CONCLUÍDO,14576,FOR_LICENCIAMENTO_BD_CADASTRO,2024-10-18 11:30:13,2025-08-20 10:22:07,2025-08-21 15:37:49,52055,ANA PAULA COSTA OLIVEIRA,2,0.0,36,33,14,2,2,,,327211,SINONIMOS,Descrição do campo SINONIMOS,0.0,327800.0,4,Valor_SINONIMOS_1,,,,,FLX_CERTIDÃO_DE_IMÓVEL,2,CERTIDÃO DE IMÓVEL
537436,1517192,20420,CONCLUÍDO,14574,FOR_LICENCIAMENTO_BD_CADASTRO,2024-12-19 11:47:09,2025-10-21 10:39:03,2025-10-22 15:54:45,51604,JOÃO CARLOS SILVA,2,0.0,33,26,16,3,1,,,326536,SINONIMOS,Descrição do campo SINONIMOS,0.0,,9,Valor_SINONIMOS_2,,,,,FLX_CERTIDÃO_DE_IMÓVEL,2,CERTIDÃO DE IMÓVEL
537648,1516305,20420,CONCLUÍDO,14573,FOR_CARTA DE SERVIÇO_BD_CADASTRO - ATUALIZAR,2024-07-24 11:37:04,2025-05-26 10:28:58,2025-05-27 15:44:40,51017,JOÃO CARLOS SILVA,2,0.0,21,29,5,4,2,,,326719,SINONIMOS,Descrição do campo SINONIMOS,0.0,327381.0,4,Sim,,,,,FLX_CERTIDÃO_DE_IMÓVEL,2,CERTIDÃO DE IMÓVEL
531745,1516876,20420,CONCLUÍDO,14573,FOR_ALVARA_BD_CADASTRO,2024-01-06 14:39:47,2024-11-07 13:31:41,2024-11-08 18:47:23,51541,JOÃO CARLOS SILVA,2,0.0,34,48,17,4,1,,,326594,SINONIMOS,Descrição do campo SINONIMOS,0.0,,3,Não se aplica,,,,,FLX_CERTIDÃO_DE_IMÓVEL,2,CERTIDÃO DE IMÓVEL
536345,1515663,20420,CONCLUÍDO,14575,FOR_LICENCIAMENTO_BD_CADASTRO,2024-10-01 11:59:12,2025-08-03 10:51:06,2025-08-04 16:06:48,51542,JOÃO CARLOS SILVA,2,0.0,23,1,14,3,1,,,327276,UORG_ENTIDADE_SUB,Descrição do campo UORG_ENTIDADE_SUB,0.0,,6,"Público - (público em geral, incluindo cidadãos e empresas)",,,,,FLX_CERTIDÃO_DE_IMÓVEL,2,CERTIDÃO DE IMÓVEL
534841,1517896,20420,CONCLUÍDO,14571,FOR_CARTA DE SERVIÇO_BD_CADASTRO - ATUALIZAR,2024-09-22 14:39:49,2025-07-25 13:31:43,2025-07-26 18:47:25,50094,MARIA FERNANDA SANTOS PERES,2,0.0,14,11,0,1,2,,,326649,UORG_ENTIDADE_SUB,Descrição do campo UORG_ENTIDADE_SUB,0.0,,2,Online,,,,,FLX_CERTIDÃO_DE_IMÓVEL,2,CERTIDÃO DE IMÓVEL
530677,1515728,20420,CONCLUÍDO,14572,FOR_ALVARA_BD_CADASTRO,2024-01-17 11:35:20,2024-11-18 10:27:14,2024-11-19 15:42:56,50271,MARIA FERNANDA SANTOS PERES,2,0.0,43,14,11,4,1,,,327323,UORG_ENTIDADE_SUB,Descrição do campo UORG_ENTIDADE_SUB,0.0,327975.0,2,Sim,,,,,FLX_CERTIDÃO_DE_IMÓVEL,2,CERTIDÃO DE IMÓVEL
534513,1516142,20420,CONCLUÍDO,14571,FOR_LICENCIAMENTO_BD_CADASTRO,2024-03-06 14:56:53,2025-01-06 13:48:47,2025-01-07 19:04:29,52087,ANA PAULA COSTA OLIVEIRA,2,0.0,40,34,12,2,2,,,327397,UORG_ENTIDADE_SUB,Descrição do campo UORG_ENTIDADE_SUB,0.0,,6,,,,,,FLX_CERTIDÃO_DE_IMÓVEL,2,CERTIDÃO DE IMÓVEL
542852,1522256,20390,CONCLUÍDO,14575,FOR_INSCRICAO_PROGRAMA_BD,2024-06-07 11:51:03,2025-04-09 10:42:57,2025-04-10 15:58:39,50766,MARIA FERNANDA SANTOS PERES,2,0.0,4,46,14,2,3,,,327249,UORG_ENTIDADE_SUB,Descrição do campo UORG_ENTIDADE_SUB,0.0,,10,2024-01-15,,,,,FLX_INSCRIÇÃO_EM_PROGRAMA_SOCIAL,2,INSCRIÇÃO EM PROGRAMA SOCIAL
546107,1523361,20390,CONCLUÍDO,14571,FOR_LICENCIAMENTO_BD_CADASTRO,2024-07-20 09:33:56,2025-05-22 08:25:50,2025-05-23 13:41:32,52849,ANA PAULA COSTA OLIVEIRA,2,0.0,34,27,3,4,2,,,327286,UORG_ENTIDADE_SUB,Descrição do campo UORG_ENTIDADE_SUB,0.0,,4,2024-01-15,,,,,FLX_INSCRIÇÃO_EM_PROGRAMA_SOCIAL,2,INSCRIÇÃO EM PROGRAMA SOCIAL
548338,1522350,20390,CONCLUÍDO,14579,FOR_INSCRICAO_PROGRAMA_BD,2024-11-27 14:23:43,2025-09-29 13:15:37,2025-09-30 18:31:19,52781,ANA PAULA COSTA OLIVEIRA,2,0.0,17,7,15,3,2,,,326588,UORG_ENTIDADE_SUB,Descrição do campo UORG_ENTIDADE_SUB,0.0,,10,Pendente,,,,,FLX_INSCRIÇÃO_EM_PROGRAMA_SOCIAL,2,INSCRIÇÃO EM PROGRAMA SOCIAL
540491,1524890,20390,CONCLUÍDO,14576,FOR_INSCRICAO_PROGRAMA_BD,2024-12-26 18:31:41,2025-10-28 17:23:35,2025-10-29 22:39:17,50511,MARIA FERNANDA SANTOS PERES,2,0.0,9,9,11,4,1,,,327048,UORG_ENTIDADE_SUB,Descrição do campo UORG_ENTIDADE_SUB,0.0,327276.0,2,Sim,,,,,FLX_INSCRIÇÃO_EM_PROGRAMA_SOCIAL,2,INSCRIÇÃO EM PROGRAMA SOCIAL
543739,1523942,20390,CONCLUÍDO,14577,FOR_INSCRICAO_PROGRAMA_BD,2024-10-24 12:06:13,2025-08-26 10:58:07,2025-08-27 16:13:49,52024,ANA PAULA COSTA OLIVEIRA,2,0.0,42,27,4,4,1,,,327119,INSTRUCOES,Descrição do campo INSTRUCOES,0.0,,8,2024-01-15,,,,,FLX_INSCRIÇÃO_EM_PROGRAMA_SOCIAL,2,INSCRIÇÃO EM PROGRAMA SOCIAL
540567,1521234,20390,CONCLUÍDO,14580,FOR_LICENCIAMENTO_BD_CADASTRO,2024-01-12 10:41:39,2024-11-13 09:33:33,2024-11-14 14:49:15,51982,JOÃO CARLOS SILVA,2,0.0,41,21,17,5,2,,,326977,INSTRUCOES,Descrição do campo INSTRUCOES,0.0,327887.0,1,30 minutos,,,,,FLX_INSCRIÇÃO_EM_PROGRAMA_SOCIAL,2,INSCRIÇÃO EM PROGRAMA SOCIAL
541618,1521320,20390,CONCLUÍDO,14576,FOR_LICENCIAMENTO_BD_CADASTRO,2024-12-04 13:19:20,2025-10-06 12:11:14,2025-10-07 17:26:56,52631,ANA PAULA COSTA OLIVEIRA,2,0.0,58,26,4,2,2,,,326976,CATEGORIA,Descrição do campo CATEGORIA,0.0,327851.0,3,30 minutos,,,,,FLX_INSCRIÇÃO_EM_PROGRAMA_SOCIAL,2,INSCRIÇÃO EM PROGRAMA SOCIAL
545382,1523619,20390,CONCLUÍDO,14571,FOR_LICENCIAMENTO_BD_CADASTRO,2024-09-04 08:21:51,2025-07-07 07:13:45,2025-07-08 12:29:27,52644,ANA PAULA COSTA OLIVEIRA,2,0.0,22,29,7,2,1,,,326722,CATEGORIA,Descrição do campo CATEGORIA,0.0,327038.0,1,Não,,,,,FLX_INSCRIÇÃO_EM_PROGRAMA_SOCIAL,2,INSCRIÇÃO EM PROGRAMA SOCIAL
543440,1522587,20390,CONCLUÍDO,14576,FOR_LICENCIAMENTO_BD_CADASTRO,2024-12-11 10:45:35,2025-10-13 09:37:29,2025-10-14 14:53:11,50227,MARIA FERNANDA SANTOS PERES,2,0.0,22,37,13,1,2,,,326857,CATEGORIA,Descrição do campo CATEGORIA,0.0,,7,Presencial,,,,,FLX_INSCRIÇÃO_EM_PROGRAMA_SOCIAL,2,INSCRIÇÃO EM PROGRAMA SOCIAL
549353,1521051,20390,CONCLUÍDO,14580,FOR_LICENCIAMENTO_BD_CADASTRO,2024-06-25 18:25:31,2025-04-27 17:17:25,2025-04-28 22:33:07,52670,ANA PAULA COSTA OLIVEIRA,2,0.0,8,33,14,4,2,,,326932,CATEGORIA,Descrição do campo CATEGORIA,0.0,,4,Presencial,,,,,FLX_INSCRIÇÃO_EM_PROGRAMA_SOCIAL,2,INSCRIÇÃO EM PROGRAMA SOCIAL
549822,1521122,20390,CONCLUÍDO,14576,FOR_LICENCIAMENTO_BD_CADASTRO,2024-11-12 11:28:19,2025-09-14 10:20:13,2025-09-15 15:35:55,52966,ANA PAULA COSTA OLIVEIRA,2,0.0,50,47,12,4,2,,,326625,REQUISITOS,Descrição do campo REQUISITOS,0.0,327219.0,1,Aprovado,,,,,FLX_INSCRIÇÃO_EM_PROGRAMA_SOCIAL,2,INSCRIÇÃO EM PROGRAMA SOCIAL
542360,1520548,20390,CONCLUÍDO,14575,FOR_INSCRICAO_PROGRAMA_BD,2024-10-10 12:54:20,2025-08-12 11:46:14,2025-08-13 17:01:56,52270,ANA PAULA COSTA OLIVEIRA,2,0.0,3,7,19,3,3,,,327266,REQUISITOS,Descrição do campo REQUISITOS,0.0,327603.0,6,Aprovado,,,,,FLX_INSCRIÇÃO_EM_PROGRAMA_SOCIAL,2,INSCRIÇÃO EM PROGRAMA SOCIAL
541157,1523120,20390,CONCLUÍDO,14571,FOR_INSCRICAO_PROGRAMA_BD,2024-02-16 14:45:53,2024-12-18 13:37:47,2024-12-19 18:53:29,52613,ANA PAULA COSTA OLIVEIRA,2,0.0,57,15,12,4,2,,,326613,REQUISITOS,Descrição do campo REQUISITOS,0.0,,2,,,,,,FLX_INSCRIÇÃO_EM_PROGRAMA_SOCIAL,2,INSCRIÇÃO EM PROGRAMA SOCIAL
547032,1521493,20390,CONCLUÍDO,14580,FOR_INSCRICAO_PROGRAMA_BD,2024-10-05 10:59:54,2025-08-07 09:51:48,2025-08-08 15:07:30,52096,ANA PAULA COSTA OLIVEIRA,2,0.0,38,44,2,1,3,,,326838,REQUISITOS,Descrição do campo REQUISITOS,0.0,,5,Sim,,,,,FLX_INSCRIÇÃO_EM_PROGRAMA_SOCIAL,2,INSCRIÇÃO EM PROGRAMA SOCIAL
